XPosition,YPosition
0.1826530612244898,0.7193877551020408
0.2816326530612245,0.6336734693877552
0.05714285714285714,0.5214285714285715
0.06275510204081633,0.4688775510204082
0.17857142857142858,0.5056122448979592
0.23265306122448978,0.27653061224489794
0.44948979591836735,0.3357142857142857
0.4586734693877551,0.4051020408163265
0.48112244897959183,0.46224489795918366
0.5607142857142857,0.36989795918367346
0.7,0.3846938775510204
0.5372448979591836,0.2816326530612245
0.6071428571428571,0.26377551020408163
0.6127551020408163,0.1760204081632653
0.7188775510204082,0.2
0.7729591836734694,0.2698979591836735
0.8775510204081632,0.19081632653061226
0.8270408163265306,0.36020408163265305
0.75,0.4857142857142857
0.9061224489795918,0.573469387755102
0.6234693877551021,0.6295918367346939
0.5469387755102041,0.689795918367347
0.4443877551020408,0.6663265306122449
0.4448979591836735,0.7862244897959184
0.5280612244897959,0.7938775510204081
0.6163265306122448,0.8801020408163265
0.7173469387755103,0.686734693877551
0.7678571428571429,0.7576530612244898
0.8418367346938775,0.8693877551020408
