XPosition,YPosition
0.23316326530612244,0.5178571428571429
0.34846938775510206,0.1683673469387755
0.2923469387755102,0.21224489795918366
0.34285714285714286,0.2571428571428571
0.2872448979591837,0.3413265306122449
0.42653061224489797,0.4372448979591837
0.6862244897959183,0.11377551020408164
0.573469387755102,0.2045918367346939
0.5229591836734694,0.5158163265306123
0.7030612244897959,0.32040816326530613
0.7943877551020408,0.28469387755102044
0.8591836734693877,0.24642857142857144
0.9341836734693878,0.3142857142857143
0.9040816326530612,0.4387755102040816
0.04285714285714286,0.6168367346938776
0.18775510204081633,0.625
0.1336734693877551,0.6994897959183674
0.1653061224489796,0.8362244897959183
0.23775510204081632,0.8642857142857143
0.25816326530612244,0.813265306122449
0.2193877551020408,0.7311224489795919
0.2954081632653061,0.7163265306122449
0.3622448979591837,0.6316326530612245
0.41275510204081634,0.6862244897959183
0.42244897959183675,0.7596938775510204
0.4785714285714286,0.8204081632653061
0.4392857142857143,0.8760204081632653
0.31785714285714284,0.8326530612244898
0.5556122448979591,0.7545918367346939
0.7168367346938775,0.7290816326530613
0.764795918367347,0.8076530612244898
0.823469387755102,0.775
0.9295918367346939,0.8193877551020409
