XPosition,YPosition
0.25927734375000006,0.037539179453592815
0.43212890625000006,0.31603930810254494
0.38818359375000006,0.3337943254116767
0.38330078125000006,0.38756666354790426
0.6860351562500001,0.1389964212200599
0.7519531250000001,0.4788781811377246
0.06250000000000001,0.46518145349925155
0.27978515625000006,0.7416524373128743
0.5571289062500001,0.50830078125
0.43554687500000006,0.6401951955464072
0.38916015625000006,0.5884520022455091
0.45556640625000006,0.7132444096182635
0.5405273437500001,0.6726615129116768
0.7084960937500001,0.6995476819797904
0.6269531250000001,0.7949174892402695
0.14746093750000003,0.8613719825973055
0.30957031250000006,0.8065850720434132
0.45947265625000006,0.7923810581961078
0.14990234375000003,0.9638437967814373
0.36083984375000006,0.9673948002432636
0.44140625000000006,0.9298556207896708
0.6635742187500001,0.9481179243076349
0.8867187500000001,0.9186953241953594
