XPosition,YPosition
0.275,0.14387755102040817
0.4275510204081633,0.1377551020408163
0.6005102040816327,0.20561224489795918
0.6693877551020408,0.1469387755102041
0.8295918367346938,0.23061224489795917
0.1306122448979592,0.3622448979591837
0.3862244897959184,0.4607142857142857
0.41020408163265304,0.3479591836734694
0.5826530612244898,0.34285714285714286
0.7275510204081632,0.39183673469387753
0.8668367346938776,0.40816326530612246
0.2096938775510204,0.514795918367347
0.3438775510204082,0.5714285714285714
0.6122448979591837,0.6612244897959184
0.689795918367347,0.5331632653061225
0.2780612244897959,0.7137755102040816
0.40408163265306124,0.628061224489796
0.5867346938775511,0.8357142857142857
0.773469387755102,0.6586734693877551
0.8010204081632653,0.585204081632653
0.8209183673469388,0.875
