Mammals II
Word,XPercentage,YPercentage
monkey,0.0826530612244898,0.15714285714285714
gibbon,0.18418367346938774,0.27040816326530615
chimpanzee,0.2413265306122449,0.27653061224489794
gorilla,0.4066326530612245,0.2540816326530612
orangutan,0.6729591836734694,0.18010204081632653
baboon,0.8091836734693878,0.15255102040816326
panda,0.19438775510204082,0.48367346938775513
black bear,0.30612244897959184,0.536734693877551
polar bear,0.5984693877551021,0.48112244897959183
grizzly bear,0.9413265306122449,0.3790816326530612
spaniel,0.12193877551020409,0.7331632653061224
terrier,0.07959183673469387,0.878061224489796
retriever,0.24591836734693878,0.7571428571428571
puppy,0.33214285714285713,0.878061224489796
shepherd,0.45255102040816325,0.7484693877551021
wolf,0.6755102040816326,0.7489795918367347
paw,0.5846938775510204,0.8816326530612245
hyena,0.911734693877551,0.7448979591836735
