Plants and Trees
Word,XPercentage,YPercentage
redwood,0.12653061224489795,0.3295918367346939
palm,0.2729591836734694,0.13826530612244897
eucalyptus,0.3647959183673469,0.21020408163265306
dogwood,0.6596938775510204,0.15306122448979592
magnolia,0.3448979591836735,0.3357142857142857
poplar,0.5255102040816326,0.29948979591836733
willow,0.16173469387755102,0.5413265306122449
birch,0.3923469387755102,0.5173469387755102
oak,0.34846938775510206,0.5658163265306122
twig,0.286734693877551,0.5540816326530612
acorn,0.3306122448979592,0.6040816326530613
pine,0.6173469387755102,0.6045918367346939
needle,0.6056122448979592,0.6642857142857143
cone,0.6479591836734694,0.7061224489795919
tree,0.10459183673469388,0.7137755102040816
branch,0.12959183673469388,0.7923469387755102
trunk,0.0770408163265306,0.8
bark,0.23265306122448978,0.7903061224489796
root,0.10357142857142858,0.8622448979591837
elm,0.42448979591836733,0.7979591836734694
leaf,0.42091836734693877,0.8479591836734693
holly,0.5627551020408164,0.8
maple,0.7806122448979592,0.7938775510204081
house plants,0.798469387755102,0.2423469387755102
cactus,0.6066326530612245,0.36275510204081635
bushes,0.7959183673469388,0.32448979591836735
vine,0.9591836734693877,0.5969387755102041
poison oak,0.7096938775510204,0.5260204081632653
poison sumac,0.8433673469387755,0.6005102040816327
poison ivy,0.7836734693877551,0.6872448979591836
