People and Relationships
Word,XPercentage,YPercentage
woman,0.05173874872028069,0.13401184858559956
man,0.469041547702469,0.3036471456668456
husband,0.5954198473282443,0.10178117048346055
wife,0.9041560515192629,0.09584390965430184
baby,0.14164543637185908,0.44444441856015426
parents,0.29601355788058603,0.4529262086513995
children,0.6870229007633588,0.361323155216285
boy,0.576759940188653,0.48346055979643765
girl,0.8405428199671,0.40797284541239265
grandparents,0.6963528155067191,0.6768447837150128
granddaughter,0.44783715012722647,0.7998303517737158
grandson,0.6972010178117048,0.8057675737764393
