The United States of America
Word,XPercentage,YPercentage
North Dakota,0.12244897959183673,0.21785714285714286
South Dakota,0.12142857142857143,0.3107142857142857
Minnesota,0.23877551020408164,0.2627551020408163
Wisconsin,0.34846938775510206,0.2954081632653061
Nebraska,0.13673469387755102,0.4045918367346939
Iowa,0.2693877551020408,0.3836734693877551
Kansas,0.1556122448979592,0.5056122448979592
Missouri,0.3010204081632653,0.5040816326530613
Oklahoma,0.17908163265306123,0.6025510204081632
Texas,0.13418367346938775,0.7081632653061225
Arkansas,0.3040816326530612,0.6168367346938776
Louisiana,0.3086734693877551,0.7275510204081632
Illinois,0.3704081632653061,0.4219387755102041
Michigan,0.47346938775510206,0.3326530612244898
Indiana,0.44846938775510203,0.42397959183673467
Ohio,0.5265306122448979,0.41377551020408165
Kentucky,0.4806122448979592,0.5091836734693878
Tennessee,0.45408163265306123,0.5714285714285714
Mississippi,0.3780612244897959,0.6760204081632653
Alabama,0.4596938775510204,0.6607142857142857
Georgia,0.5530612244897959,0.6586734693877551
Florida,0.6204081632653061,0.7892857142857143
New York,0.6714285714285714,0.29744897959183675
Vermont,0.7280612244897959,0.24387755102040817
Maine,0.7892857142857143,0.17448979591836736
New Hampshire,0.7581632653061224,0.25204081632653064
Massachusetts,0.7755102040816326,0.29081632653061223
Connecticut,0.7545918367346939,0.3193877551020408
Rhode Island,0.8086734693877551,0.33418367346938777
New Jersey,0.7244897959183674,0.3709183673469388
Pennsylvania,0.6408163265306123,0.363265306122449
Maryland,0.6714285714285714,0.4163265306122449
Delaware,0.7602040816326531,0.42346938775510207
District of Columbia,0.7464285714285714,0.46224489795918366
West Virginia,0.5801020408163265,0.4556122448979592
Virginia,0.6479591836734694,0.475
North Carolina,0.636734693877551,0.5418367346938775
South Carolina,0.611734693877551,0.610204081632653
