Public Transportation
Word,XPercentage,YPercentage
cord,0.3678571428571429,0.09081632653061225
seat,0.41683673469387755,0.37142857142857144
bus driver,0.6688775510204081,0.2403061224489796
transfer,0.8346938775510204,0.2545918367346939
fare box,0.8903061224489796,0.2653061224489796
rider,0.9576530612244898,0.24591836734693878
conductor,0.25204081632653064,0.6285714285714286
strap,0.3693877551020408,0.6045918367346939
car,0.2,0.8653061224489796
track,0.5459183673469388,0.8637755102040816
platform,0.810204081632653,0.8301020408163265
turnstile,0.9301020408163265,0.710204081632653
token booth,0.8831632653061224,0.5903061224489796
